code,name
373490,KODEX 코리아혁신성장액티브              EF 0000000
373790,KIWOOM 미국방어배당성장나스닥           EF 00000000
375270,RISE 글로벌데이터센터리츠(합성)         EF 000000000
375500,DL이앤씨                                ST2
37550K,DL이앤씨우                              ST00
37550L,DL이앤씨2우(전환)                       ST0001
375760,HANARO 탄소효율그린뉴딜                 EF 00000
375770,KODEX 탄소효율그린뉴딜                  EF 00000
376410,TIGER 탄소효율그린뉴딜                  EF 00000
377190,디앤디플랫폼리츠                        RT300280
377300,카카오페이                              ST100
377740,바이오노트                              ST300
377990,TIGER Fn신재생에너지                    EF 000
378850,화승알앤에이                            ST3002
379780,RISE 미국S&P500                         EF
379790,RISE 유로스탁스50(H)                    EF 00
379800,KODEX 미국S&P500                        EF
379810,KODEX 미국나스닥100                     EF 00
380340,ACE 코리아AI테크핵심산업                EF 000000
381170,TIGER 미국테크TOP10 INDXX               EF 0
381180,TIGER 미국필라델피아반도체나스닥        EF 0000000000
381560,HANARO Fn전기&수소차                    EF 00
381570,HANARO Fn친환경에너지                   EF 000
381970,케이카                                  ST2
383220,F&F
383800,LX홀딩스                                ST2
38380K,LX홀딩스1우                             ST00
385510,KODEX 신재생에너지액티브                EF 000000
385520,KODEX 자율주행액티브                    EF 0000
385540,RISE 종합채권(A-이상)액티브             EF 000000
385550,RISE 단기채권알파액티브                 EF 000000
385560,RISE KIS국고채30년Enhanced              EF 0
385590,ACE ESG액티브                           EF
385600,ACE 2차전지&친환경차액티브              EF 0000000
385710,TIME K이노베이션액티브                  EF 00000
385720,TIME 코스피액티브                       EF 000
387270,TIGER 글로벌이노베이션액티브            EF 00000000
387280,TIGER 퓨처모빌리티액티브                EF 000000
388280,RISE K엔터&여행레저                     EF 000
388420,RISE 비메모리반도체액티브               EF 0000000
390390,KODEX 미국반도체                        EF 00
390400,KODEX 미국스마트모빌리티S&P             EF 000000
391600,ACE 미국친환경그린테마                  EF 000000
391670,HK 베스트일레븐액티브                   EF 000000
394350,KIWOOM 글로벌퓨처모빌리티               EF 000000
394660,TIGER 글로벌자율주행&전기차SOLACTIVE    EF 0000000
394670,TIGER 글로벌리튬&2차전지SOLACTIVE(합성) EF 0000000
395150,KODEX 웹툰&드라마                       EF 00
395160,KODEX AI반도체                          EF
395170,KODEX Top10동일가중                     EF 0
395270,HANARO Fn K-반도체                      EF
395280,HANARO Fn K-게임                        EF
395290,HANARO Fn K-POP&미디어                  EF
395400,SK리츠                                  RT
395750,PLUS ESG가치주액티브                    EF 000
395760,PLUS ESG성장주액티브                    EF 000
396500,TIGER 반도체TOP10                       EF
396510,TIGER 차이나클린에너지SOLACTIVE         EF 00000
396520,TIGER 차이나반도체FACTSET               EF 000
396690,미래에셋글로벌리츠                      RT3002800
397420,RISE 국채선물5년추종                    EF 0000
399110,SOL 미국S&P500ESG                       EF
399580,RISE 글로벌클린에너지                   EF 00000
400570,KODEX 유럽탄소배출권선물ICE(H)          EF 000000
400580,SOL 유럽탄소배출권선물S&P(H)            EF 000000
400590,SOL 글로벌탄소배출권선물ICE(합성)       EF 000000000
400760,NH올원리츠                              RT30
400970,TIGER Fn메타버스                        EF 0
401170,RISE 메타버스                           EF 0
401470,KODEX 메타버스액티브                    EF 0000
401590,HANARO 글로벌탄소배출권선물ICE(합성)    EF 000000000
402340,SK스퀘어                                ST1
402460,HANARO Fn K-메타버스MZ                  EF 0
402970,ACE 미국배당다우존스                    EF 00000
403550,쏘카                                    ST
403790,마이다스 코스피액티브                   EF 0000000
404120,TIME K신재생에너지액티브                EF 000000
404260,KODEX 기후변화솔루션                    EF 0000
404540,TIGER KRX기후변화솔루션                 EF 0000
404650,SOL KRX기후변화솔루션                   EF 0000
404990,신한서부티엔디리츠                      RT3002800
407300,HANARO Fn골프테마                       EF 0
407310,HANARO 200 TOP10
407820,에셋플러스 코리아플랫폼액티브           EF 00000000000
407830,에셋플러스 글로벌플랫폼액티브           EF 00000000000
409810,KODEX 미국나스닥100선물인버스(H)        EF 0000000
409820,KODEX 미국나스닥100레버리지(합성 H)     EF 00000000
410870,TIME K컬처액티브                        EF 00
411060,ACE KRX금현물                           EF
411420,KODEX 미국나스닥AI테크액티브            EF 0000000
411540,SOL 200 Top10
411860,KIWOOM 독일DAX                          EF
412560,TIGER BBIG레버리지                      EF 0
412570,TIGER 2차전지TOP10레버리지              EF 0000
412770,TIGER 글로벌AI플랫폼액티브              EF 000000
413220,SOL 차이나태양광CSI(합성)               EF 00000
413930,WON AI ESG액티브                        EF
414270,ACE 글로벌자율주행액티브                EF 0000000
414780,TIGER 차이나과창판STAR50(합성)          EF 00000
415340,KODEX 차이나과창판STAR50(합성)          EF 00000
415640,KB발해인프라                            IF200
415760,SOL 차이나육성산업액티브(합성)          EF 000000000
415920,PLUS 글로벌희토류&전략자원생산기업      EF 00000000000
416090,ACE 중국과창판STAR50                    EF 00
417310,코람코더원리츠                          RT30028
417450,RISE 글로벌수소경제                     EF 0000
417630,TIGER KEDI혁신기업ESG30                 EF 0
418660,TIGER 미국나스닥100레버리지(합성)       EF 00000000
418670,TIGER 글로벌AI사이버보안                EF 00000
419420,KODEX 미국클린에너지나스닥              EF 0000000
419430,KODEX 차이나2차전지MSCI(합성)           EF 00000
419650,PLUS 글로벌수소&차세대연료전지          EF 000000000
419890,KIWOOM 단기채권ESG액티브                EF 0000
421320,PLUS 우주항공&UAM                       EF 0
422260,VITA MZ소비액티브                       EF 00
422420,RISE 2차전지액티브                      EF 000
423160,KODEX KOFR금리액티브(합성)              EF 0000
423170,SOL 한국형글로벌반도체액티브            EF 000000000
423920,TIGER 미국필라델피아반도체레버리지(합성)EF 000000000000N
424460,HANARO 글로벌워터MSCI(합성)             EF 0000
426020,TIME 미국S&P500액티브                   EF 00
426030,TIME 미국나스닥100액티브                EF 00000
426150,WON 대한민국국고채액티브                EF 0000000
426330,KIWOOM 미국ETF산업STOXX                 EF 0
427120,RISE AI플랫폼                           EF
428510,KODEX 차이나AI테크액티브                EF 00000
428560,KODEX 미국ETF산업Top10 Indxx            EF 0
429000,TIGER 미국S&P500배당귀족                EF 000
429010,TIGER 미국나스닥넥스트100               EF 00000
429740,PLUS K리츠                              EF
429760,PLUS 미국S&P500                         EF
429980,SOL 한국형글로벌전기차&2차전지액티브    EF 000000000000
430500,KIWOOM 물가채KIS                        EF
432320,KB스타리츠                              RT30
432600,RISE 국채선물3년                        EF 00
432840,HANARO 미국S&P500                       EF
433220,에셋플러스 글로벌대장장이액티브         EF 000000000000
433250,UNICORN R&D 액티브                      EF
433330,SOL 미국S&P500                          EF
433500,ACE 원자력TOP10                         EF
433880,PLUS TDF2060액티브                      EF
433970,KODEX TDF2030액티브                     EF
433980,KODEX TDF2040액티브                     EF
434060,KODEX TDF2050액티브                     EF
434730,HANARO 원자력iSelect                    EF
434960,DAISHIN343 K200
435040,ACE 글로벌브랜드TOP10                   EF 000
435420,TIGER 미국나스닥100채권혼합Fn           EF 000000
435530,KIWOOM TDF2030액티브                    EF
435540,KIWOOM TDF2040액티브                    EF
435550,KIWOOM TDF2050액티브                    EF
436140,SOL 종합채권(AA-이상)액티브             EF 000000
437070,KODEX 아시아달러채권ESG플러스액티브     EF 0000000000
437080,KODEX 미국종합채권ESG액티브(H)          EF 000000
437350,RISE 미국단기투자등급회사채액티브       EF 00000000000
437370,RISE 글로벌농업경제                     EF 0000
438080,ACE 미국S&P500미국채혼합50액티브        EF 0000000
438100,ACE 미국나스닥100미국채혼합50액티브     EF 0000000000
438320,TIGER 차이나항셍테크레버리지(합성 H)    EF 0000000000
438330,TIGER 우량회사채액티브                  EF 00000
438560,SOL 국고채3년                           EF 0
438570,SOL 국고채10년                          EF 0
438740,마이다스 중소형액티브                   EF 0000000
438900,HANARO Fn K-푸드                        EF
439260,대한조선                                ST00
439860,KODEX ESG종합채권(A-이상)액티브         EF 000000
439870,KODEX 국고채30년액티브                  EF 0000
440340,TIGER 글로벌멀티에셋TIF액티브           EF 0000000
440640,ACE 단기채권알파액티브                  EF 000000
440650,ACE 미국달러단기채권액티브              EF 00000000
440910,WON 미국우주항공방산                    EF 00000
441330,KIWOOM 차이나A50커넥트MSCI              EF 000
441540,HANARO Fn조선해운                       EF 0
441640,KODEX 미국배당커버드콜액티브            EF 00000000
441680,TIGER 미국나스닥100커버드콜(합성)       EF 00000000
441800,TIME Korea플러스배당액티브              EF 00000
442090,에셋플러스 코리아대장장이액티브         EF 000000000000
442260,마이티 다이나믹퀀트액티브               EF 000000000
442320,RISE 글로벌원자력                       EF 000
442550,RISE TDF2030액티브                      EF
442560,RISE TDF2040액티브                      EF
442570,RISE TDF2050액티브                      EF
442580,PLUS 글로벌HBM반도체                    EF 000
443060,HD현대마린솔루션                        ST10026
444200,SOL 코리아메가테크액티브                EF 0000000
444490,WON 미국S&P500                          EF
445150,KODEX 친환경조선해운액티브              EF 0000000
445290,KODEX 로봇액티브                        EF 00
445690,BNK 주주가치액티브                      EF 0000
445910,TIGER MKF배당귀족                       EF 0
446070,유니드비티플러스                        ST300270
446690,KODEX 아시아AI반도체exChina액티브       EF 000000
446700,RISE 배터리 리사이클링                  EF 00000
446720,SOL 미국배당다우존스                    EF 00000
446770,ACE 글로벌반도체TOP4 Plus               EF 000
447430,ACE 주주환원가치주액티브                EF 0000000
447620,SOL 미국TOP5채권혼합40 Solactive        EF 000
447660,PLUS 애플채권혼합                       EF 000
447770,TIGER 테슬라채권혼합Fn                  EF 0000
448100,WON 200
448290,TIGER 미국S&P500(H)                     EF
448300,TIGER 미국나스닥100(H)                  EF 00
448330,KODEX 삼성전자채권혼합                  EF 00000
448490,HANARO 32-10 국고채액티브               EF 000
448540,ACE 엔비디아채권혼합                    EF 00000
448570,FOCUS AI코리아액티브                    EF 000
448630,RISE 삼성그룹Top3채권혼합               EF 00000
448730,삼성FN리츠                              RT30
449170,TIGER KOFR금리액티브(합성)              EF 0000
449180,KODEX 미국S&P500(H)                     EF
449190,KODEX 미국나스닥100(H)                  EF 00
449450,PLUS K방산                              EF
449580,RISE 테슬라애플아마존채권혼합           EF 000000000
449680,TIGER 한중전기차(합성)                  EF 0000
449690,TIGER 한중반도체(합성)                  EF 0000
449770,KIWOOM 미국S&P500                       EF
449780,KIWOOM 미국S&P500(H)                    EF
450080,에코프로머티                            ST2002
450180,KODEX 한중전기차(합성)                  EF 0000
450190,KODEX 한중반도체(합성)                  EF 0000
450910,SOL 코스닥150                           EF
451000,PLUS 종합채권(AA-이상)액티브            EF 000000
451060,1Q 200액티브                            EF
451150,에셋플러스 글로벌영에이지액티브         EF 000000000000
451530,TIGER 국고채30년스트립액티브            EF 0000000
451540,TIGER 종합채권(AA-이상)액티브           EF 000000
451600,PLUS 국고채30년액티브                   EF 0000
451670,RISE 국채30년레버리지(합성)             EF 000000
451800,한화리츠                                RT20
452250,ACE 미국30년국채선물레버리지(합성 H)    EF 0000000000
452260,한화갤러리아                            ST3001
45226K,한화갤러리아우                          ST00016
452360,SOL 미국배당다우존스(H)                 EF 00000
452440,VITA 밸류알파액티브                     EF 0000
453010,PLUS KOFR금리                           EF
453060,HANARO KOFR금리액티브(합성)             EF 0000
453080,KIWOOM 미국나스닥100(H)                 EF 00
453330,RISE 미국S&P500(H)                      EF
453340,현대그린푸드                            ST2001
453630,KODEX 미국S&P500필수소비재              EF 0000
453640,KODEX 미국S&P500헬스케어                EF 000
453650,KODEX 미국S&P500금융                    EF 0
453660,KODEX 미국S&P500경기소비재              EF 0000
453810,KODEX 인도Nifty50                       EF
453820,KODEX 인도Nifty50레버리지(합성)         EF 00000
453850,ACE 미국30년국채액티브(H)               EF 00000
453870,TIGER 인도니프티50                      EF 00
453950,TIGER TSMC파운드리밸류체인              EF 00000
454180,KIWOOM 차이나내수소비TOP CSI            EF 0000
454320,HANARO CAPEX설비투자iSelect             EF 0
454780,KIWOOM 종합채권(AA-이상)액티브          EF 000000
454910,두산로보틱스                            ST1002
455030,KODEX 미국달러SOFR금리액티브(합성)      EF 00000000
455660,ACE 미국하이일드액티브(H)               EF 000000
455850,SOL AI반도체소부장                      EF 000
455860,SOL 2차전지소부장Fn                     EF 000
455890,RISE 머니마켓액티브                     EF 0000
455960,RISE 미국달러SOFR금리액티브(합성)       EF 00000000
456040,OCI
456200,PLUS 미국달러SOFR금리액티브(합성)       EF 00000000
456250,KODEX 유럽명품TOP10 STOXX               EF 0
456600,TIME 글로벌AI인공지능액티브             EF 0000000
456610,TIGER 미국달러SOFR금리액티브(합성)      EF 00000000
456680,TIGER 차이나전기차레버리지(합성)        EF 000000000
456880,ACE 미국달러SOFR금리(합성)              EF 00000
457190,이수스페셜티케미컬                      ST2002700
457480,ACE 테슬라밸류체인액티브                EF 0000000
457690,KODEX 33-06 국고채액티브                EF 000
457700,KODEX 53-09 국고채액티브                EF 000
457930,BNK 미래전략기술액티브                  EF 000000
457990,PLUS 태양광&ESS                         EF
458030,WON 국공채머니마켓액티브                EF 0000000
458210,KIWOOM CD금리액티브(합성)               EF 0000
458250,TIGER 미국30년국채스트립액티브(합성 H)  EF 0000000000
458260,TIGER 미국투자등급회사채액티브(H)       EF 000000000
458730,TIGER 미국배당다우존스                  EF 00000
458750,TIGER 미국배당다우존스타겟커버드콜1호   EF 000000000000
458760,TIGER 미국배당다우존스타겟커버드콜2호   EF 000000000000
459560,KODEX 테슬라밸류체인FactSet             EF 0000
459580,KODEX CD금리액티브(합성)                EF 0000
459750,RISE 글로벌주식분산액티브               EF 0000000
459790,KIWOOM 미국성장기업30액티브             EF 000000
460270,KIWOOM 미국달러SOFR금리액티브(합성)     EF 00000000
460280,KIWOOM Fn유전자혁신기술                 EF 0000
460660,RISE 미국S&P배당킹                      EF 00
460850,동국씨엠                                ST30
460860,동국제강                                ST30
460960,ACE 글로벌인컴TOP10                     EF 00
461270,ACE 26-06 회사채(AA-이상)액티브         EF 00000
461340,HANARO 글로벌생성형AI액티브             EF 000000
461450,KODEX 코스닥글로벌                      EF 000
461460,PLUS 국고채10년액티브                   EF 0000
461490,RISE 글로벌자산배분액티브               EF 0000000
461500,HANARO 종합채권(AA-이상)액티브          EF 000000
461580,TIGER 코스닥글로벌                      EF 000
461600,SOL 미국30년국채액티브(H)               EF 00000
461900,PLUS 미국테크TOP10                      EF 0
461910,PLUS 미국테크TOP10레버리지(합성)        EF 0000000
461950,KODEX 2차전지핵심소재10                 EF 0000
462010,TIGER 2차전지소재Fn                     EF 00
462330,KODEX 2차전지산업레버리지               EF 000000
462340,에셋플러스 글로벌다이나믹시니어액티브   EF 000000000000NN
462520,조선내화                                ST30
462870,시프트업                                ST20
462900,KoAct 바이오헬스케어액티브              EF 0000000
463050,TIME K바이오액티브                      EF 000
463250,TIGER K방산&우주                        EF 0
463290,1Q 단기금융채액티브                     EF 00000
463300,RISE 중국본토CSI300                     EF 0
463640,KODEX 미국S&P500유틸리티                EF 000
463680,KODEX 미국S&P500테크놀로지              EF 0000
463690,KODEX 미국S&P500커뮤니케이션            EF 00000
464240,KIWOOM 26-09회사채(AA-이상)액티브       EF 00000
464310,TIGER 글로벌AI&로보틱스 INDXX           EF 0000
464470,PLUS 미국채30년액티브                   EF 0000
464600,SOL 자동차소부장Fn                      EF 000
464610,SOL 의료기기소부장Fn                    EF 0000
464920,PLUS 일본반도체소부장                   EF 00000
464930,TIGER 글로벌혁신블루칩TOP10             EF 00000
465330,RISE 2차전지TOP10                       EF
465350,RISE 2차전지TOP10인버스(합성)           EF 00000
465580,ACE 미국빅테크TOP7 Plus                 EF 00
465610,ACE 미국빅테크TOP7 Plus레버리지(합성)   EF 00000000
465620,ACE 미국빅테크TOP7 Plus인버스(합성)     EF 0000000
465660,TIGER 일본반도체FACTSET                 EF 00
465670,TIGER 미국캐시카우100                   EF 000
465770,STX그린로지스                           ST300
465780,마이티 26-09 특수채(AAA)액티브          EF 000000
466810,BNK 2차전지양극재                       EF 000
466920,SOL 조선TOP3플러스                      EF 00
466930,SOL 자동차TOP3플러스                    EF 000
466940,TIGER 은행고배당플러스TOP10             EF 00000
466950,TIGER 글로벌AI액티브                    EF 000
468370,KODEX iShares미국인플레이션국채액티브   EF 000000000
468380,KODEX iShares미국하이일드액티브         EF 000000
468630,KODEX iShares미국투자등급회사채액티브   EF 000000000
469050,RISE 미국반도체NYSE(H)                  EF 00
469060,RISE 미국반도체NYSE                     EF 00
469070,RISE AI&로봇                            EF
469150,ACE AI반도체포커스                      EF 000
469160,ACE 일본반도체                          EF 00
469170,ACE 포스코그룹포커스                    EF 00000
469530,RISE 미국달러선물인버스                 EF 000000
469790,KIWOOM K-테크TOP10                      EF
469830,SOL 초단기채권액티브                    EF 00000
470310,UNICORN 생성형AI강소기업액티브          EF 0000000
471040,KoAct 글로벌AI&로봇액티브               EF 00000
471230,KODEX 국고채10년액티브                  EF 0000
471460,KIWOOM 국고채30년액티브                 EF 0000
471760,TIGER AI반도체핵심공정                  EF 0000
471780,TIGER 코리아테크액티브                  EF 00000
471990,KODEX AI반도체핵심장비                  EF 0000
472150,TIGER 배당커버드콜액티브                EF 000000
472160,TIGER 미국테크TOP10 INDXX(H)            EF 0
472170,TIGER 미국테크TOP10채권혼합             EF 00000
472350,1Q 차이나H(H)                           EF
472720,TRUSTON 주주가치액티브                  EF 0000
472830,RISE 미국30년국채커버드콜(합성)         EF 00000000
472840,ITF 200
472870,RISE 미국30년국채엔화노출(합성 H)       EF 00000000
472920,HK 종합채권(AA-이상)액티브              EF 000000
473290,KODEX 26-12 회사채(AA-이상)액티브       EF 00000
473330,SOL 미국30년국채커버드콜(합성)          EF 00000000
473440,ACE 11월만기자동연장회사채AA-이상액티브 EF 000000000000
473460,KODEX 미국서학개미                      EF 000
473490,KIWOOM 글로벌AI반도체                   EF 000
473590,ACE 미국주식베스트셀러                  EF 000000
473640,HANARO 글로벌금채굴기업                 EF 00000
474220,TIGER 미국테크TOP10타겟커버드콜         EF 0000000
474390,SOL 국고채30년액티브                    EF 0000
474590,WON 반도체밸류체인액티브                EF 0000000
474800,KIWOOM 미국원유에너지기업               EF 000000
474920,에셋플러스 차이나일등기업포커스10액티브 EF 000000000000NN
475050,ACE KPOP포커스                          EF
475070,KoAct 글로벌친환경전력인프라액티브      EF 00000000000
475080,KODEX 테슬라커버드콜채권혼합액티브      EF 00000000000
475150,SK이터닉스                              ST20
475260,ACE 2월만기자동연장회사채AA-이상액티브  EF 000000000000
475270,ACE 5월만기자동연장회사채AA-이상액티브  EF 000000000000
475280,ACE 8월만기자동연장회사채AA-이상액티브  EF 000000000000
475300,SOL 반도체전공정                        EF 000
475310,SOL 반도체후공정                        EF 000
475350,RISE 버크셔포트폴리오TOP10              EF 00000
475380,RISE 글로벌리얼티인컴                   EF 00000
475560,더본코리아                              ST300
475630,TIGER CD1년금리액티브(합성)             EF 00000
475720,RISE 200위클리커버드콜                  EF 0000
476000,UNICORN 포스트IPO액티브                 EF 000
476030,SOL 미국나스닥100                       EF 00
476070,KODEX 글로벌비만치료제TOP2 Plus         EF 00000
476260,HANARO 반도체핵심공정주도주             EF 0000000
476310,RISE 글로벌비만산업TOP2+                EF 0000
476450,KIWOOM 머니마켓액티브                   EF 0000
476550,TIGER 미국30년국채커버드콜액티브(H)     EF 000000000
476690,TIGER 글로벌비만치료제TOP2Plus          EF 00000
476750,ACE 미국30년국채엔화노출액티브(H)       EF 000000000
476760,ACE 미국30년국채액티브                  EF 00000
476800,KODEX 한국부동산리츠인프라              EF 0000000
476850,KoAct 배당성장액티브                    EF 0000
477050,PLUS 머니마켓액티브                     EF 0000
477080,RISE CD금리액티브(합성)                 EF 0000
477490,에셋플러스 글로벌일등기업포커스10액티브 EF 000000000000NN
477730,KODEX 인도타타그룹                      EF 000
478150,TIME 글로벌우주테크&방산액티브          EF 000000000
479080,1Q 머니마켓액티브                       EF 0000
479520,RISE KOFR금리액티브(합성)               EF 0000
479620,SOL 미국AI반도체칩메이커                EF 000000
479730,TIGER 인도빌리언컨슈머                  EF 00000
479850,HANARO K-뷰티                           EF
480020,ACE 미국빅테크7+데일리타겟커버드콜(합성)EF 000000000000N
480030,ACE 미국500데일리타겟커버드콜(합성)     EF 0000000000
480040,ACE 미국반도체데일리타겟커버드콜(합성)  EF 000000000000N
480260,TIGER 27-04회사채(A+이상)액티브         EF 00000
480310,TIGER 글로벌온디바이스AI                EF 00000
480370,씨케이솔루션                            ST3001
480460,WON 한국부동산TOP3플러스                EF 00000
481050,KODEX CD1년금리플러스액티브(합성)       EF 00000000
481060,KODEX 미국30년국채타겟커버드콜(합성 H)  EF 0000000000
481180,SOL 미국AI소프트웨어                    EF 0000
481190,SOL 미국테크TOP10                       EF 0
481200,SOL 미국테크TOP10인버스(합성)           EF 000000
481340,RISE 미국30년국채액티브                 EF 00000
481430,RISE 국고채10년액티브                   EF 0000
481850,신한글로벌액티브리츠                    RT30021000
482030,KoAct 반도체&2차전지핵심소재액티브      EF 0000000000
482730,TIGER 미국S&P500타겟데일리커버드콜      EF 00000000
483020,KIWOOM 의료AI                           EF
483030,KIWOOM 미국블록버스터바이오테크의약품+  EF 000000000000
483240,TIGER 미국나스닥100ETF선물              EF 0000
483280,KODEX 미국AI테크TOP10타겟커버드콜       EF 0000000
483290,KODEX 미국배당다우존스타겟커버드콜      EF 00000000000
483320,ACE 엔비디아밸류체인액티브              EF 00000000
483330,ACE 마이크로소프트밸류체인액티브        EF 00000000000
483340,ACE 구글밸류체인액티브                  EF 000000
483420,ACE 애플밸류체인액티브                  EF 000000
483570,KCGI 미국S&P500 TOP10                   EF
483650,달바글로벌                              ST200
484790,KODEX 미국30년국채액티브(H)             EF 00000
484870,엠앤씨솔루션                            ST2002
484880,SOL 금융지주플러스고배당                EF 0000000
484890,SOL 머니마켓액티브                      EF 0000
485540,KODEX 미국AI테크TOP10                   EF 0
485690,RISE 미국AI밸류체인TOP3Plus             EF 000
485810,TIME 글로벌바이오액티브                 EF 000000
486240,DAISHIN343 AI반도체&인프라액티브        EF 000000
486290,TIGER 미국나스닥100타겟데일리커버드콜   EF 00000000000
486450,SOL 미국AI전력인프라                    EF 0000
486830,HANARO 머니마켓액티브                   EF 0000
487130,KoAct AI인프라액티브                    EF 000
487230,KODEX 미국AI전력핵심인프라              EF 000000
487240,KODEX AI전력핵심설비                    EF 000
487340,ACE 머니마켓액티브                      EF 0000
487570,HS효성                                  ST
487750,BNK 온디바이스AI                        EF 00
487910,ACE 인도컨슈머파워액티브                EF 0000000
487920,ACE 인도시장대표BIG5그룹액티브          EF 00000000
487950,KODEX 대만테크고배당다우존스            EF 00000000
488080,TIGER 반도체TOP10레버리지               EF 0000
488200,KIWOOM K-2차전지북미공급망              EF 00000
488210,KIWOOM K-반도체북미공급망               EF 00000
488290,마이다스 일본테크액티브                 EF 00000000
488480,RISE 일본섹터TOP4Plus                   EF 0
488500,TIGER 미국S&P500동일가중                EF 000
488720,WON 종합채권(AA-이상)액티브             EF 000000
488770,KODEX 머니마켓액티브                    EF 0000
488980,SOL 26-12 회사채(AA-이상)액티브         EF 00000
489000,PLUS 일본엔화초단기국채(합성)           EF 00000000
489010,PLUS 글로벌AI인프라                     EF 000
489030,PLUS 고배당주위클리커버드콜             EF 00000000
489250,KODEX 미국배당다우존스                  EF 00000
489290,WON 미국빌리어네어                      EF 0000
489790,한화비전                                ST20
489860,KIWOOM 글로벌전력GRID인프라             EF 00000
490090,TIGER 미국AI빅테크10                    EF 00
490330,KoAct 미국치매&뇌질환치료제액티브       EF 0000000000
490480,SOL K방산                               EF
490490,SOL 미국배당미국채혼합50                EF 000000
490590,RISE 미국AI밸류체인데일리고정커버드콜   EF 000000000000
490600,RISE 미국배당100데일리고정커버드콜      EF 0000000000
491010,TIGER 글로벌AI전력인프라액티브          EF 00000000
491090,KODEX 미국테크TOP3플러스                EF 0000
491220,PLUS 200TR
491230,PLUS 국공채머니마켓액티브               EF 0000000
491510,파워 K-주주가치액티브                   EF 000000
491610,1Q CD금리액티브(합성)                   EF 0000
491620,RISE 미국테크100데일리고정커버드콜      EF 0000000000
491630,RISE 미국반도체인버스(합성 H)           EF 0000000
491700,HK 200
491820,HANARO 전력설비투자                     EF 000
491830,TIGER 미국AI반도체팹리스                EF 00000
492500,1Q 현대차그룹채권(A+이상)&국고통안      EF 0000000000
493420,SOL 미국배당다우존스2호                 EF 000000
493810,TIGER 미국AI빅테크10타겟데일리커버드콜  EF 00000000000
494180,TIME 글로벌소비트렌드액티브             EF 00000000
494210,SOL 미국500타겟데일리커버드콜액티브     EF 00000000000
494220,UNICORN SK하이닉스밸류체인액티브        EF 00000000
494300,KODEX 미국나스닥100데일리커버드콜OTM    EF 000000000
494310,KODEX 반도체레버리지                    EF 0000
494330,ACE 라이프자산주주가치액티브            EF 000000000
494340,ACE 글로벌AI맞춤형반도체                EF 000000
494410,PLUS 미국S&P500성장주                   EF 00
494420,PLUS 미국배당증가성장주데일리커버드콜   EF 000000000000N
494670,TIGER 조선TOP10                         EF
494840,TIGER 미국방산TOP10                     EF 0
494890,KODEX 200액티브                         EF
495040,PLUS 코리아밸류업                       EF 000
495050,RISE 코리아밸류업                       EF 000
495060,TIME 코리아밸류업액티브                 EF 000000
495230,KoAct 코리아밸류업액티브                EF 000000
495330,1Q 코리아밸류업                         EF 000
495550,SOL 코리아밸류업TR                      EF 000
495710,BNK 26-06 특수채(AAA이상)액티브         EF 00000
495750,HANARO 코리아밸류업                     EF 000
495850,KODEX 코리아밸류업                      EF 000
495940,RISE 미국AI테크액티브                   EF 0000
496020,WON 전단채플러스액티브                  EF 000000
496080,TIGER 코리아밸류업                      EF 000
496090,KIWOOM 코리아밸류업                     EF 000
496120,ACE 코리아밸류업                        EF 000
496130,TRUSTON 코리아밸류업액티브              EF 000000
496770,PLUS 글로벌방산                         EF 00
497510,ACE 글로벌빅파마                        EF 000
497520,ACE 일라이릴리밸류체인                  EF 000000
497570,TIGER 미국필라델피아AI반도체나스닥      EF 0000000000
497780,KoAct 미국천연가스인프라액티브          EF 000000000
497880,SOL CD금리&머니마켓액티브               EF 000000
498050,HANARO 바이오코리아액티브               EF 000000
498180,파워 종합채권(AA-이상)액티브            EF 00000000
498270,KIWOOM 미국양자컴퓨팅                   EF 0000
498400,KODEX 200타겟위클리커버드콜             EF 000000
498410,KODEX 금융고배당TOP10타겟위클리커버드콜 EF 00000000000
498610,RISE 인도디지털성장                     EF 0000
498860,RISE 코리아금융고배당                   EF 00000
499150,SOL 미국S&P500엔화노출(H)               EF 000
499660,TIGER CD금리플러스액티브(합성)          EF 0000000
499790,GS피앤엘                                ST2
950210,프레스티지바이오파마                    DR 0000000
J00362,KG모빌리티 122WR                        SW 0
J01133,유니켐 41WR                             SW
J01800,유니슨 15WR                             SW
J06297,한국첨단소재 12R                        SR 000
J06697,엘앤에프 7WR                            SW 0
J06717,오텍 13WR                               SW
J09181,티웨이항공 28R                          SR 00
J09591,에스에너지 14R                          SR 00
J10025,진양홀딩스 5R                           SR 00
J10996,앱토크롬 6WR                            SW 0
J14321,핸즈코퍼레이션 2WR                      SW 0000
J25522,SG 17WR
J29012,DH오토리드 9WR                          SW 0
500061,신한 인버스 코스피 200 선물 ETN         EN 0000000
500063,신한 인버스 코스닥 150 선물 ETN         EN 0000000
500067,신한 레버리지 10년 국채선물 ETN         EN 00000000
500068,신한 인버스 2X 10년 국채선물 ETN        EN 0000000
500069,신한 레버리지 코스피 200 선물 ETN       EN 00000000
500070,신한 인버스 2X 코스피 200 선물 ETN      EN 0000000
500071,신한 레버리지 코스닥 150 선물 ETN       EN 00000000
500072,신한 인버스 2X 코스닥 150 선물 ETN      EN 0000000
500077,신한 인버스0.5X S&P500 VIX S/T선물 ETN  EN 0000
500078,신한 S&P 유로 선물 ETN(H)               EN 000
500079,신한 S&P 인버스 유로 선물 ETN(H)        EN 000000
